Publication Number,Kind Code,Title,Assignee,Innography URL,First IP Classification,First CP Classification,First US Classification
US20250077091,A1,"Host device generating block map information, method of operating the same, and method of operating electronic device including the same","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/70zkPLsbnheAMQ6amylkkg%3D%3D,G06F00306000,G06F0003060800,711004000
CN119576226,A,"Metadata garbage recycling method, device, electronic device and storage medium","Beijing Huoshan Yinqing Technology Co., Ltd.",https://patentscout.innography.com/share/eVaTMyfxxHZQDtJiuwpiGw%3D%3D,G06F00306000,G06F0003060000,711004000
US10592157,B2,"Merging data from single-level cell block to multiple-level cell block using scrambler with different seeds","Silicon Motion, Inc.",https://patentscout.innography.com/share/K8xJugg0C6fpd9teeXwOig%3D%3D,G06F00306000,G06F0003064700,711004000
US20220113898,A1,"Data storage system with workload-based asymmetry compensation","Seagate Technology LLC",https://patentscout.innography.com/share/MHsKDiJRioGj3ajs9O4qVw%3D%3D,G06F00306000,G06F0003065500,711004000
US20160034198,A1,"System and method for managing discardable objects","Sandisk Technologies LLC",https://patentscout.innography.com/share/-TeGcXJMX3fePAu8YBEfnw%3D%3D,G06F00306000,G06F0003060400,711004000
KR20220099845,A,"Memory system and operating method of the memory system","Sk Hynix Inc.",https://patentscout.innography.com/share/yRtvrdhKS0jP6JIYVnGzIQ%3D%3D,G06F00306000,G06F0003064700,711004000
CN105934749,A,"Garbage collection and data relocation for data storage system","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/EH2Tt05I9imBgUJLEpq6fw%3D%3D,G06F01202000,G06F0003064700,345543000
CN116028396,A,"Memory controller system for memory device and method for pre-scheduling memory transaction","Skyechip Sdn. Bhd.",https://patentscout.innography.com/share/O6xv11aNRm0CQOGoOP6OcA%3D%3D,G06F01316000,G06F0003067900,713340000
CN113311991,B,"Data storage with improved write performance for preferred user data","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/HKeUSd66_bs0gIC7p6AoJw%3D%3D,G06F00306000,G06F0003065900,711004000
US20230333772,A1,"Adaptive multi-stream classification for data storage systems","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/u5qy_HTU-7d8E_f3dsPmDw%3D%3D,G06F00306000,G06F0003065500,711004000
US11853595,B2,"Adaptive multi-stream classification for data storage systems","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/fRpZV806zheeruXX0uSGvA%3D%3D,G06F00306000,G06F0003065500,710244000
US20190056882,A1,"Dual granularity dynamic mapping with packetized storage","Seagate Technology LLC",https://patentscout.innography.com/share/RHusla0MjWDnfdg46tDP-Q%3D%3D,G06F00306000,G06F0003064400,711004000
US10503425,B2,"Dual granularity dynamic mapping with packetized storage","Seagate Technology LLC",https://patentscout.innography.com/share/XksN0F6AQC6kkoqBZ8WN2w%3D%3D,H04L02700000,G06F0003064400,178067100
US20220350495,A1,"Differing erasure coding schemes with non-uniform storage sizes","Pure Storage, Inc.",https://patentscout.innography.com/share/WzL8mfnqa4CSM2wEXGTiTw%3D%3D,G06F00306000,G06F0003061700,711004000
CN109445682,A,"An electric quantity data management method for electric power collecting device","Ningbo Sanxing Smart Electric Co., Ltd.; China Electric Power Research Institute Co., Ltd.",https://patentscout.innography.com/share/NAh3ZasiuJNVaFbyGFm88g%3D%3D,G06F00306000,G06F0003061600,711004000
US20160034188,A1,"Input/output interceptor with intelligent flush control logic","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/5a7uN2ZQSk_lIk15dP1o-g%3D%3D,G06F00306000,G06F0003061000,711004000
US9495102,B2,"Input/output (i/o) interceptor that re-orders a plurality of write i/o into combined with i/o with intelligent flush control logic","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/YE3CUJtbsKkocQD5c2H9_w%3D%3D,G06F00300000,G06F0003061000,708134000
KR102177315,B1,"Input/output interceptor logic including flush control logic, and computer-implemented method using the input/output interceptor logic","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/_sqH_M-TJ2PZJz9DZpiHWg%3D%3D,G06F01314000,G06F0003061000,345519000
CN109947353,B,"Storage management method, solid hard disk and readable storage medium","Zhejiang Uniview Technologies Co., Ltd.",https://patentscout.innography.com/share/iLcSloHnyUN-pYCS3HqZGw%3D%3D,G06F00306000,G06F0003060000,711004000
CN105930356,A,"Realizing method of log model heterogeneous mixed memory file system","Shanghai Jiao Tong University",https://patentscout.innography.com/share/shGmQzInNVdtbxbLncwqKg%3D%3D,G06F01730000,G06F0003061000,707000000
US20220027064,A1,"Two or more logical arrays having zoned drives","Pure Storage, Inc.",https://patentscout.innography.com/share/dXC-bCrjNjubUljGBqLIOg%3D%3D,G06F00306000,G06F0003061900,711004000
US11656798,B1,"Immediate partial host buffer fetching","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/lhTOJY7O2aMQ-AffPFGxjQ%3D%3D,G06F00306000,G06F0003067900,711004000
US20230176777,A1,"Immediate partial host buffer fetching","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/0epiiVq9kFVkWDmu9b-EzQ%3D%3D,G06F00306000,G06F0003067900,711004000
US20210019054,A1,"Host device with controlled cloning of input-output operations","Emc Ip Holding Company LLC",https://patentscout.innography.com/share/8btL9Qfcv2L9fDiqa0vyiQ%3D%3D,G06F00306000,G06F0003065000,711004000
US11016699,B2,"Host device with controlled cloning of input-output operations","Emc Ip Holding Company LLC",https://patentscout.innography.com/share/b_CnBppq5Rq2MI6tvIw9gw%3D%3D,G06F00306000,G06F0003065000,711004000
CN114153384,A,"Storage method and device of mixed cache","Yaoyun Technology (xi'an) Co., Ltd.",https://patentscout.innography.com/share/c9Zy31ZPsvAZ8eVCYh6heg%3D%3D,G06F00306000,G06F0003060400,711004000
KR20250034818,A,"Host device generating block map information, method of operating the same, and method of operating electronic device including the same","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/Fz-9shlvsesFu0WT7hA2qA%3D%3D,G06F00306000,G06F0003060800,711004000
CN115617503,A,"System and method for load balancing in a heterogeneous memory system","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/RRMlq23i0B04RvFOExRACA%3D%3D,G06F00950000,G06F0003062600,713340000
US20230205422,A1,"Maximizing performance through traffic balancing","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/gB-XBn3xXEfZsEqUQ6Hp8A%3D%3D,G06F00306000,G06F0003061300,711004000
US11768606,B2,"Maximizing performance through traffic balancing","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/1NQMDZDzU5FvBosSKQ1-eQ%3D%3D,G06F01314000,G06F0003061300,711004000
US20230259290,A1,"Out of order data transfer hint calibration","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/OenSmwMURpnw4ckKfLdZCg%3D%3D,G06F00306000,G06F0003062900,711004000
US11829615,B2,"Out of order data transfer hint calibration","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/ycs0v-YPLaT_lMP4Q2IgZQ%3D%3D,G06F01200000,G06F0003062900,710244000
CN114730287,A,"Partition-based device having a control level selected by a host","Western Digital Technologies Inc.",https://patentscout.innography.com/share/sbs3tG3rJOAf5GSf7qSrOg%3D%3D,G06F01202000,G06F0003063200,345543000
US11586391,B2,"Technique for efficient migration of live virtual disk across storage containers of a cluster","Nutanix, Inc.",https://patentscout.innography.com/share/fSymitIHiLtkeDlJS04AwQ%3D%3D,G06F00306000,G06F0003064700,711004000
US20230251797,A1,"Performing low latency operations using a distinct set of resources","Pure Storage, Inc.",https://patentscout.innography.com/share/oOpaAMDDqa3JqYT79ovjBw%3D%3D,G06F00306000,G06F0003065900,711004000
US20250156116,A1,"Performing low latency operations using a distinct set of resources","Pure Storage, Inc.",https://patentscout.innography.com/share/u-NlBTwJJzTAVRsuxxlqFg%3D%3D,G06F00306000,G06F0003065900,711004000
CN117389477,A,"Power large data ecological cloud storage system","Information And Communication Company, State Grid Xinjiang Electric Power Co., Ltd.",https://patentscout.innography.com/share/Kfu5bPJjcnX6DscUyRXNzA%3D%3D,G06F00306000,G06F0003061000,711004000
CN108804568,B,"Storage method and device of copy data in openstack in ceph","Beijing Qiyi Century Science & Technology Co., Ltd.",https://patentscout.innography.com/share/lKaRhOTBgIFxyIiExdNbdQ%3D%3D,G06F01618200,G06F0003067000,713340000
US12039165,B2,"Utilizing allocation shares to improve parallelism in a zoned drive storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/uUpVlT4UEURnfNw-o9zKsg%3D%3D,G06F00306000,G06F0003061000,711004000
US20190384499,A1,"Data convolution for geographically diverse storage","Emc Ip Holding Company LLC",https://patentscout.innography.com/share/aL-_k8vPvZQapAQZWC7GFQ%3D%3D,G06F00306000,G06F0003067000,711004000
US10936196,B2,"Data convolution for geographically diverse storage","Emc Ip Holding Company LLC",https://patentscout.innography.com/share/un-VqrVB4lH1HFainxhdcA%3D%3D,G06F00306000,G06F0003067000,711004000
CN111104046,A,"Method of managing redundant disk array, apparatus, and computer readable storage medium","Emc Ip Holding Company LLC",https://patentscout.innography.com/share/3_8oEiXJJ3-n5HX_IBKqRg%3D%3D,G06F00306000,G06F0003061100,711004000
US20220197505,A1,"Dynamic block allocation to optimize storage system performance","Pure Storage, Inc.",https://patentscout.innography.com/share/9BizmJXr0RIO9ownb0FOVQ%3D%3D,G06F00306000,G06F0003068800,711004000
US11487455,B2,"Dynamic block allocation to optimize storage system performance","Pure Storage, Inc.",https://patentscout.innography.com/share/MXgx3H3K9VoshTaekxoYZw%3D%3D,G06F00300000,G06F0003068800,708134000
CN113900590,A,"Method for storing stacked tile type disk, device, device and medium","Chongqing Unisinsight Technology Co., Ltd.",https://patentscout.innography.com/share/t_QLTA4xIIus1f6Rj1nN2Q%3D%3D,G06F00306000,G06F0003060800,711004000
CN113900590,B,"Method for storing stacked tile type disk, device, device and medium","Chongqing Unisinsight Technology Co., Ltd.",https://patentscout.innography.com/share/grR8cRBVwl8SwMEcwbKi1Q%3D%3D,G06F00306000,G06F0003060800,711004000
US11543987,B2,"Storage system and method for retention-based zone determination","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/_aIowHQ5qQKDtf1U-ScSIQ%3D%3D,G06F00306000,G06F0003068800,711004000
CN109032505,A,"With aging of the data reading/writing method, device, computer device and storage medium","Shenzhen Unionmemory Information System Limited",https://patentscout.innography.com/share/oYvX4kHiPpCHz-Y_66u_zg%3D%3D,G06F00306000,G06F0003061000,711004000
CN112783425,A,"Application of durability group to partition namespace","Western Digital Technologies Inc.",https://patentscout.innography.com/share/F-jr8XBThKH9CrJq3UkGRA%3D%3D,G06F00306000,G06F0003061600,711004000
CN112783425,B,"Application of durability group to partition namespace","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/mx-JWXcYsXWJ_ZkIpjNrbQ%3D%3D,G06F00306000,G06F0003061600,711004000
US20160274803,A1,"Storage emulation in a storage controller","Bip By Ddn, Inc.",https://patentscout.innography.com/share/rF_wEjOioHuDCUfH501O4g%3D%3D,G06F00306000,G06F0003066100,711004000
US9703631,B2,"Storage emulation in a storage controller","Bip By Ddn, Inc.",https://patentscout.innography.com/share/atvnLxeMsv-AN9pw6dE27w%3D%3D,G06F00306000,G06F0003066100,711004000
US20200401334,A1,"Multi-stream non-volatile storage system","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/ddrh-uGsvUbZWR_9D-3p2A%3D%3D,G06F00306000,G06F0003064400,711004000
CN110968271,B,"High-performance data storage method, system and device","Beijing Jinqun Technology Co., Ltd.",https://patentscout.innography.com/share/GdgJ9APJ7JYfEoHa3c29mg%3D%3D,G06F00306000,G06F0003068900,711004000
CN117149069,A,"System and method for cooperatively managing data link of storage","Suzhou Inspur Intelligent Technology Co., Ltd.",https://patentscout.innography.com/share/gWDsBiiOvecGFmLeubTGRw%3D%3D,G06F00306000,G06F0003060400,711004000
CN117492657,A,"Data up and down electricity processing method, system, device and computer storage medium","Shenzhen Dapustor Microelectronics Co., Ltd.",https://patentscout.innography.com/share/nGyYTymIqLM0ow-t-BBUxA%3D%3D,G06F00306000,G06F0003061900,711004000
CN114415963,B,"Hard disk data cleaning method, device and computing device","Wuhan Deepin Technology Co., Ltd.",https://patentscout.innography.com/share/ffBHsLEIEBFB-c_alr3E0w%3D%3D,G06F00306000,G06F0003060700,711004000
US10754587,B2,"Memory partitioning storage controller","Bip By Ddn, Inc.",https://patentscout.innography.com/share/bkawfV2e-i5o9-WHIzEhkA%3D%3D,G06F00306000,G06F0003066100,711004000
US11775430,B1,"Memory access for multiple circuit components","Amazon Technologies, Inc.",https://patentscout.innography.com/share/h_N-mPqRbxo70hEBAeTqyA%3D%3D,G06F01208000,G06F0003065900,711003000
CN114746834,A,"Partition additional command scheduling based on partition state","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/Qee5Xi6G7Pu9rkE2CKAh0g%3D%3D,G06F00306000,G06F0003060400,711004000
US10891073,B2,"Storage apparatuses for virtualized system and methods for operating the same","Research & Business Foundation Sungkyunkwan University",https://patentscout.innography.com/share/KTmKlnTLwXeTBgC72F7rhA%3D%3D,G06F00306000,G06F0003065600,711004000
CN111984200,B,"Mass video data storage system","Dalian University",https://patentscout.innography.com/share/YWXKdr6tbrY0zV1lmJxN9w%3D%3D,G06F00306000,G06F0003067000,711004000
US10318375,B2,"Configurable multi-level error correction in a storage controller","Bip By Ddn, Inc.",https://patentscout.innography.com/share/7IrictI4qdcqYwEMR3R-ww%3D%3D,G06F01110000,G06F0003066100,714807000
US10372274,B2,"Semiconductor device and touch panel","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/7RLuDW8wa22tMKz3J3GV7w%3D%3D,G06F00304400,G06F0003041200,178018060
US10381486,B2,"Semiconductor device and display device including the semiconductor device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/EJHsd1sIRhacYW69kpWMhQ%3D%3D,H01L02978600,G06F0003041200,257071000
US9841843,B2,"Semiconductor device and driving method thereof","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/S91FpMlzv6y-Omk08V5QvQ%3D%3D,G06F00304100,G06F0003042000,345175000
US8981374,B2,"Semiconductor device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/pG88EUxn8OcSqOs_MwDVWw%3D%3D,H01L02910000,G06F0003044600,257043000
US9177969,B2,"Semiconductor device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/69B494Petub6WkmXpCD9XA%3D%3D,H01L02910000,G06F0003044600,257043000
US9331108,B2,"Semiconductor device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/vn55xLOWjkHq1Qzkh3ANdg%3D%3D,H01L02712000,G06F0003044600,257347000
US9659977,B2,"Semiconductor device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/TXHzjtMfdbyrbdQYH5N1gQ%3D%3D,G02F00113300,G06F0003044600,257347000
US9917116,B2,"Semiconductor device","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/C5Bb7ZgjjaA0VHrIqCUySQ%3D%3D,G02F00113300,G06F0003044600,257347000
CN113971006,B,"Data writing method, system, storage medium and device based on hard disk","Suzhou Inspur Intelligent Technology Co., Ltd.",https://patentscout.innography.com/share/dL6Ohor6n2O_Y82WcAuDdg%3D%3D,G06F00306000,G06F0003061000,711004000
US9952724,B2,"Display device and operation method thereof","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/d78ik13xkhEqiNZDhh1Q7A%3D%3D,G06F00304400,G06F0003041200,178018060
US8730186,B2,"Touch panel","Semiconductor Energy Laboratory Co., Ltd.",https://patentscout.innography.com/share/EyjJdme7SkFmc3jaHD_IoQ%3D%3D,H03K01797500,G06F0003041200,345173000
CN118151849,A,"Divisional naming space storage computing device, method and system","Lianmeng Co., Ltd.",https://patentscout.innography.com/share/j3fObyl3KorUSN0O4mWJag%3D%3D,G06F00306000,G06F0003064400,711004000
US10649588,B2,"Piezoelectric film structures and sensors and display assemblies using same","Corning Incorporated",https://patentscout.innography.com/share/hApMfxVxq6hOEOKbaBjvwQ%3D%3D,G06F00304400,G06F0003044600,178018060
CN118051179,A,"Techniques for partition namespace storage using multiple partitions","Faceu LLC",https://patentscout.innography.com/share/uH3tQoNkJzwWlBMMOpS02A%3D%3D,G06F00306000,G06F0003064000,711004000
US20240427504,A1,"Memory controller adjusting power, memory system including same, and operating method for memory system","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/0Gy69AkcnhTQY6kHmK-FQQ%3D%3D,G06F00306000,G06F0003062500,711004000
US20220244869,A1,"File system storage allocation based on zones of a memory device","Micron Technology, Inc.",https://patentscout.innography.com/share/OYdtZzadZw7K-nItxlGIcQ%3D%3D,G06F00306000,G06F0003060400,711004000
US11809714,B2,"Effective storage allocation for sequentially-written memory devices","Micron Techology, Inc.",https://patentscout.innography.com/share/Kpm6-KBuq81v0CLp-XR7WA%3D%3D,G06F00306000,G06F0003062900,711004000
US20220276789,A1,"Effective storage allocation for sequentially-written memory devices","Micron Techology, Inc.",https://patentscout.innography.com/share/k4nh_o0kvenUdwXVJyZfrQ%3D%3D,G06F00306000,G06F0003062900,711004000
US11954364,B2,"Memory system and method of writing data to storage areas constituting group","Kioxia Corporation",https://patentscout.innography.com/share/ORUE8r8VMllCgUudgWdERg%3D%3D,G06F00306000,G06F0003065900,711004000
US20230089022,A1,"Memory system and method","Kioxia Corporation",https://patentscout.innography.com/share/vrUKd2w2w3KHpz4tGEcN8w%3D%3D,G06F00306000,G06F0003065900,711004000
US20240061575,A1,"Open block management in memory devices","Micron Technology, Inc.",https://patentscout.innography.com/share/BGXawFodg7sntXa9BrP6MQ%3D%3D,G06F00306000,G06F0003064400,711004000
US11934657,B2,"Open block management in memory devices","Micron Technology, Inc.",https://patentscout.innography.com/share/IDe6ykx5x9rtqXzBNX4A7w%3D%3D,G06F00306000,G06F0003064400,711004000
CN107636759,A,"Storing simulation memory controller","Burlywood LLC",https://patentscout.innography.com/share/1mdKiLwIIKAb1nnfu93Diw%3D%3D,G11C00800000,G06F0003066100,326105000
US11782624,B2,"Worflow-based partition allocation","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/B-YnvdUiTYE-KPAnqTssYg%3D%3D,G06F00306000,G06F0003061000,711004000
CN114840138,A,"File system storage allocation based on area of memory device","Micron Technology, Inc.",https://patentscout.innography.com/share/IniKfmKlOJBxGBMjSrQuhw%3D%3D,G06F00306000,G06F0003060400,711004000
US8180956,B2,"Method for controlling memory card and method for controlling nonvolatile semiconductor memory","Kioxia Corporation",https://patentscout.innography.com/share/px9QssccBHZ2lRflldnaMg%3D%3D,G06F00306000,G06F0003064300,711103000
CN119668519,A,"Method and device for managing hot data cache by adding write in distributed storage system and medium","Xi'an Chaoyue Shentai Information Technology Co., Ltd.",https://patentscout.innography.com/share/dcdPXL6jg3Xx_E_tijtTmg%3D%3D,G06F00306000,G06F0003060000,711004000
US20160070644,A1,"Offset range operation striping to improve concurrency of execution and reduce contention among resources","Netapp, Inc.",https://patentscout.innography.com/share/GP-QwB8nikO655VsELzcRA%3D%3D,G06F01202000,G06F0003068800,345543000
US20140173186,A1,"Journaling raid system","Nexsan Corporation",https://patentscout.innography.com/share/Joqpcq81Q2N-in1R7AKKvA%3D%3D,G06F00306000,G06F0003065000,711103000
US20230409217,A1,"Contiguous data storage using group identifiers","Microsoft Technology Licensing, LLC",https://patentscout.innography.com/share/74Ne3RRCn_KC4oJNaJYqXA%3D%3D,G06F00306000,G06F0003061000,711004000
US11875051,B2,"Contiguous data storage using group identifiers","Microsoft Technology Licensing, LLC",https://patentscout.innography.com/share/6ZKFU0Ysd1m9YE8BTZAoxw%3D%3D,G06F00306000,G06F0003061000,711004000
CN116126214,A,"Memory controller and operating method of memory system comprising the same","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/jOd4_FBqgpz9CVg8sDUTiQ%3D%3D,G06F00306000,G06F0003062500,711004000
US20160048342,A1,"Reducing read/write overhead in a storage array","Meta Platforms, Inc.",https://patentscout.innography.com/share/hNwqPh76UAg3CBifiiwDhw%3D%3D,G06F00306000,G06F0003061100,711004000
US12223177,B2,"Memory system and control method","Kioxia Corporation",https://patentscout.innography.com/share/NdwY4hZowx9tEXN0CD6DKw%3D%3D,G06F01200000,G06F0003065800,710244000
US12223175,B1,"Cache writing to zones to maximize write bandwidth","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/YDoCUDy-l1EPiygIyMof9w%3D%3D,G06F00306000,G06F0003065800,711004000
CN105930097,B,"A distributed check type disk array eliminate partial lowercase operating in parallel","Dezhou University",https://patentscout.innography.com/share/nP6KCvgmezy3qkGxPfZv7A%3D%3D,G06F00306000,G06F0003062500,711004000
CN105930099,B,"A double-disk fault-tolerant disk array eliminate partial lowercase operating in parallel","Dezhou University",https://patentscout.innography.com/share/9fnGuXydigFlCT9K4I0DLw%3D%3D,G06F00306000,G06F0003062500,711004000
CN109445681,B,"Data storage method, device and storage system","Huawei Technologies Co., Ltd.",https://patentscout.innography.com/share/KLxd4he1bBTBjJIscCvt7w%3D%3D,G06F00306000,G06F0003061900,711004000
US20210181992,A1,"Data storage method and apparatus, and storage system","Huawei Technologies Co., Ltd.",https://patentscout.innography.com/share/Bw2CVrlgEe03roSipYhkIg%3D%3D,G06F00306000,G06F0003061900,711004000
CN105930097,A,"A distributed check type disk array to eliminate partial parallel in operation","Dezhou University",https://patentscout.innography.com/share/H09YtOoZlv5_0I10dddr8A%3D%3D,G06F00306000,G06F0003062500,711004000
CN105930098,A,"A centralized check disk array eliminate partial parallel in operation","Dezhou University",https://patentscout.innography.com/share/Jnl978S1ufnjtDBzQpEGSg%3D%3D,G06F00306000,G06F0003062500,711004000
CN105930098,B,"A centralized check disk array eliminate partial lowercase operating in parallel","Dezhou University",https://patentscout.innography.com/share/UZgl17vnmT87k9ivHtE7yQ%3D%3D,G06F00306000,G06F0003062500,711004000
CN105930099,A,"A double-disk fault-tolerant disk array eliminate partial parallel in operation","Dezhou University",https://patentscout.innography.com/share/Ocwo1p8OhuQf09xlogUyKQ%3D%3D,G06F00306000,G06F0003062500,711004000
CN119828954,A,"Data storage method, device and storage medium","Hangzhou Ali Yuntian Information Technology Co., Ltd.",https://patentscout.innography.com/share/Dovi2w6Hxvd6yn-Jm4HSwA%3D%3D,G06F00306000,G06F0003060000,711004000
US11385819,B2,"Separate partition for buffer and snapshot memory","Micron Technology, Inc.",https://patentscout.innography.com/share/s8p8CwtpzKjPQ6_6ylgG7g%3D%3D,G06F00306000,G06F0003064400,711004000
US20200356289,A1,"Controller, operating method thereof, and memory system including the same","Sk Hynix Inc.",https://patentscout.innography.com/share/SRizXUGjIFtOBmHCIA8bAw%3D%3D,G06F00306000,G06F0003061100,711004000
CN111916140,A,"Controller and operation method thereof and memory system comprising controller","Sk Hynix Inc.",https://patentscout.innography.com/share/BRDJhxOzBK0rDBdRCNePOg%3D%3D,G11C02908000,G06F0003061100,365052000
KR20200129863,A,"Controller, memory system and operating method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/VMKl8LW89vwyr0KsDOnZWw%3D%3D,G06F00306000,G06F0003061100,711004000
US10922000,B2,"Controller, operating method thereof, and memory system including the same","Sk Hynix Inc.",https://patentscout.innography.com/share/9mzNAhnLz53fAJuSkZlQvw%3D%3D,G06F00306000,G06F0003061100,711004000
CN111916140,B,"Controller and operation method thereof and memory system including the controller","Sk Hynix Inc.",https://patentscout.innography.com/share/R0n39ZQ0SKvQgzkNEJjgvA%3D%3D,G11C02908000,G06F0003061100,365052000
KR102707997,B1,"Controller, memory system and operating method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/HXnkKNSaSwbwSrKyeZifAQ%3D%3D,G06F00306000,G06F0003061100,711004000
US20200133563,A1,"Two-stage hybrid memory buffer for multiple streams","Micron Technolgy, Inc.",https://patentscout.innography.com/share/f925Yr9TTKvcs94z8Sv2_w%3D%3D,G06F00306000,G06F0003065600,711004000
KR20210059790,A,"2-stage hybrid memory buffer for multiple streams","Micron Technology, Inc.",https://patentscout.innography.com/share/cr-Lu0LtE1B_sM6hSzVGSQ%3D%3D,G06F01316000,G06F0003065600,713340000
CN113168386,A,"Two-stage hybrid memory buffer for multiple streams","Micron Technology Inc.",https://patentscout.innography.com/share/V1j0iLRXKgs-rFzZFLrt4Q%3D%3D,G06F01316000,G06F0003065600,713340000
US11188250,B2,"Two-stage hybrid memory buffer for multiple streams","Micron Technolgy, Inc.",https://patentscout.innography.com/share/PBLN5aMQZhxvFQL1lnd3Bw%3D%3D,G06F01200000,G06F0003065600,710244000
CN113168386,B,"Two-stage hybrid memory buffer for multiple streams","Micron Technology Inc.",https://patentscout.innography.com/share/TZK1l5CPfpCSuwRJQpAklw%3D%3D,G06F01316000,G06F0003065600,713340000
US20120144095,A1,"Memory system performing incremental merge operation and data write method","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/59BSsVbzsb1jwHEMzfk7vw%3D%3D,G06F01200000,G06F0003061900,711103000
US20220050613,A1,"Separate partition for buffer and snapshot memory","Micron Technology, Inc.",https://patentscout.innography.com/share/2XjkSj4g03sfIfOOeLpdUQ%3D%3D,G06F00306000,G06F0003064400,711004000
CN115917652,A,"Individouble partition for buffer and snapshot memory","Micron Technology Inc.",https://patentscout.innography.com/share/U1nl0sWanMNuUTXoQk7qZg%3D%3D,G11C01610000,G06F0003064400,365052000
US20200356306,A1,"Dynamic data placement for collision avoidance among concurrent write streams","Micron Technology, Inc.",https://patentscout.innography.com/share/rUnkXJb-MTgPeHIt6onB6g%3D%3D,G06F00306000,G06F0003065900,711004000
US11113006,B2,"Dynamic data placement for collision avoidance among concurrent write streams","Micron Technology, Inc.",https://patentscout.innography.com/share/Pl044c5uLWY2J-OBS27m5Q%3D%3D,G06F00306000,G06F0003065900,711004000
CN113785278,A,"Dynamic data placement for avoiding collisions between concurrent write flows","Micron Technology Inc.",https://patentscout.innography.com/share/BI1_BiTIq-FuvpejT0GqlQ%3D%3D,G06F01210720,G06F0003065900,713340000
CN113785278,B,"Dynamic data placement for avoiding collisions between concurrent write streams","Micron Technology Inc.",https://patentscout.innography.com/share/5aaQixodUJZN5sv8MRtQ_Q%3D%3D,G06F01210720,G06F0003065900,713340000
CN114020212,A,"Hard disk adapting method, device and electronic device","Suzhou Inspur Intelligent Technology Co., Ltd.",https://patentscout.innography.com/share/qoY96AohV1OUy4lwI8venA%3D%3D,G06F00306000,G06F0003060800,711004000
CN114020212,B,"Hard disk adapting method, device and electronic device","Suzhou Inspur Intelligent Technology Co., Ltd.",https://patentscout.innography.com/share/Xcs_7H6UPjI1xGqZ1GP8nw%3D%3D,G06F00306000,G06F0003060800,711004000
US20220083265,A1,"Two-stage hybrid memory buffer for multiple streams","Micron Technology, Inc.",https://patentscout.innography.com/share/cyO-o6R6mU5hJ-ZecOjtPQ%3D%3D,G06F00306000,G06F0003065600,711004000
US11829638,B2,"Two-stage hybrid memory buffer for multiple streams","Micron Technology, Inc.",https://patentscout.innography.com/share/hr1Uz0NvBTcyoicLLGxIJQ%3D%3D,G06F00306000,G06F0003065600,711004000
US8984207,B2,"Memory system performing incremental merge operation and data write method","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/0DjJEpGFJp1qiWxw1KJjAg%3D%3D,G06F01300000,G06F0003061900,711103000
CN117591005,A,"Open block management in a memory device","Micron Technology Inc.",https://patentscout.innography.com/share/dR8y3ovWWAqw3WzmNhKAZQ%3D%3D,G06F00306000,G06F0003064400,711004000
US20230152989,A1,"Memory controller adjusting power, memory system including same, and operating method for memory system","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/xwBULBT9a1x1zg76ZyP9Bg%3D%3D,G06F00306000,G06F0003062500,711004000
