Publication Number,Kind Code,Title,Assignee,Innography URL,First IP Classification,First CP Classification,First US Classification,Application Publication Date,Grant Date,Publish Date,Priority Date,Filed Date,Est. Expiration Date,Earliest Published Date - Simple Family,Earliest Published Date - Extended Family,Inventors
US20170132040,A1,"Methods to apply iops and mbps limits independently using cross charging and global cost synchronization","Hewlett Packard Enterprise Development Lp",https://patentscout.innography.com/share/UyPm-6LDF0HFGy_4OjPngw%3D%3D,G06F00948000,G06F0003061000,713340000,2017-05-11,2020-01-28,2017-05-11,2014-09-30,2017-01-20,2020-01-28,2017-05-11,2016-03-31,"Yerfule, Sourabh|Karaje, Gurunatha|Samant, Mandar|Trehan, Sagar"
US10534542,B2,"Dynamic core allocation for consistent performance in a non-preemptive scheduling environment","Hewlett Packard Enterprise Development Lp",https://patentscout.innography.com/share/ePEq0Qxw6f1RX5WH4cWhmg%3D%3D,G06F00946000,G06F0003061000,718102000,2017-06-22,2020-01-14,2020-01-14,2014-09-30,2017-02-28,2035-06-23,2017-06-22,2016-03-31,"Trehan, Sagar|Karaje, Gurunatha|Zhu, Zhaosheng"
US10545791,B2,"Methods to apply iops and mbps limits independently using cross charging and global cost synchronization","Hewlett Packard Enterprise Development Lp",https://patentscout.innography.com/share/NB-XKW8FnyRUiKekLpcx4g%3D%3D,G06F00946000,G06F0003061000,718102000,2017-05-11,2020-01-28,2020-01-28,2014-09-30,2017-01-20,2035-06-23,2017-05-11,2016-03-31,"Yerfule, Sourabh|Karaje, Gurunatha|Samant, Mandar|Trehan, Sagar"
US20190163405,A1,"Resolving failed or hanging mount points in a clustered storage solution for containers","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/WAvLIfu1Zjusq8yJahxP6g%3D%3D,G06F00306000,G06F0003066500,711004000,2019-05-30,2019-12-10,2019-05-30,2017-11-28,2017-11-28,2019-12-10,2019-05-30,2019-05-30,"Israni, Dinesh|Jayaraman, Vinod|Rao, Goutham"
US10503441,B2,"Resolving failed or hanging mount points in a clustered storage solution for containers","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/FjGKx_5qQXRxDusNUsi6ZQ%3D%3D,G06F00306000,G06F0003066500,711004000,2019-05-30,2019-12-10,2019-12-10,2017-11-28,2017-11-28,2037-12-08,2019-05-30,2019-05-30,"Israni, Dinesh|Jayaraman, Vinod|Rao, Goutham"
US20200183621,A1,"Resolving failed or hanging mount points in a clustered storage solution for containers","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/ajuOzqN8KkaguTH7chcGsQ%3D%3D,G06F00306000,G06F0003066500,711004000,2020-06-11,2022-01-04,2020-06-11,2017-11-28,2019-12-10,2022-01-04,2019-05-30,2019-05-30,"Israni, Dinesh|Jayaraman, Vinod|Rao, Goutham"
US11216220,B2,"Resolving failed or hanging mount points in a clustered storage solution for containers","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/XVl4i8nEtua-X-dG4HGnzQ%3D%3D,G06F00306000,G06F0003066500,711004000,2020-06-11,2022-01-04,2022-01-04,2017-11-28,2019-12-10,2037-12-08,2019-05-30,2019-05-30,"Israni, Dinesh|Jayaraman, Vinod|Rao, Goutham"
US20220083283,A1,"Resolving failed or hanging mount points in a clustered storage solution for containers","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/Qu9oS85Zb4jynX3I13FFOw%3D%3D,G06F00306000,G06F0003066500,711004000,2022-03-17,2023-07-11,2022-03-17,2017-11-28,2021-11-29,2023-07-11,2019-05-30,2019-05-30,"Israni, Dinesh|Jayaraman, Vinod|Rao, Goutham"
US11698759,B2,"Resolving failed or hanging mount points in a clustered storage solution for containers","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/GAKmMSWMeSRSFCMQA4hnMg%3D%3D,G06F00306000,G06F0003066500,711004000,2022-03-17,2023-07-11,2023-07-11,2017-11-28,2021-11-29,2037-11-28,2019-05-30,2019-05-30,"Israni, Dinesh|Jayaraman, Vinod|Rao, Goutham"
US10303390,B1,"Resolving fingerprint collisions in flash storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/9zEMrpNiyOq9TTVzyZQPog%3D%3D,G06F00300000,G06F0003062500,708134000,,2019-05-28,2019-05-28,2016-05-02,2017-04-28,2037-04-28,2019-05-28,2019-05-28,"Colgrove, John|Karr, Ronald|Miller, Ethan"
US10620864,B1,"Improving the accuracy of in-line data deduplication","Pure Storage, Inc.",https://patentscout.innography.com/share/0d5dmClyvRNmAMu7E-_8dA%3D%3D,G06F00300000,G06F0003062500,708134000,,2020-04-14,2020-04-14,2016-05-02,2019-05-01,2037-04-28,2019-05-28,2019-05-28,"Karr, Ronald|Miller, Ethan|Colgrove, John"
US20190179564,A1,"Safe destructive actions on drives","Pure Storage, Inc.",https://patentscout.innography.com/share/KuWWJZPFRvGqhTDyKLe4ZA%3D%3D,G06F00306000,G06F0003065200,711004000,2019-06-13,2021-02-23,2019-06-13,2017-12-08,2019-01-25,2021-02-23,2019-06-13,2019-06-13,"Bernat, Andrew R.|Shirali, Pushkar Mahesh|Niven, Anthony"
US10705732,B1,"Multiple-apartment aware offlining of devices for disruptive and destructive operations","Pure Storage, Inc.",https://patentscout.innography.com/share/Nz9iv_kbgL2r1Y4NjqxdHg%3D%3D,G06F00306000,G06F0003060200,711004000,,2020-07-07,2020-07-07,2017-12-08,2017-12-13,2037-12-08,2020-07-07,2019-06-13,"Bernat, Andrew R.|Inozemtsev, Grigori|Mcleary, Iris|Scholbrock, Benjamin"
US10719265,B1,"Centralized, quorum-aware handling of device reservation requests in a storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/Oo1RKk0WuL609NAQK84MKg%3D%3D,G06F00306000,G06F0003060200,711004000,,2020-07-21,2020-07-21,2017-12-08,2017-12-08,2037-12-08,2020-07-07,2019-06-13,"Bernat, Andrew R.|Inozemtsev, Grigori|Mcleary, Iris|Scholbrock, Benjamin"
US10929053,B2,"Safe destructive actions on drives","Pure Storage, Inc.",https://patentscout.innography.com/share/xQte8OvVmkKDhqZDYz90bA%3D%3D,G06F00306000,G06F0003065200,711004000,2019-06-13,2021-02-23,2021-02-23,2017-12-08,2019-01-25,2037-12-30,2019-06-13,2019-06-13,"Bernat, Andrew R.|Shirali, Pushkar Mahesh|Niven, Anthony"
US11301152,B1,"Intelligently moving data between storage systems","Pure Storage, Inc.",https://patentscout.innography.com/share/VKSHiYAwLm3lwEaFm9G12g%3D%3D,G06F00306000,G06F0003067000,711004000,,2022-04-12,2022-04-12,2020-04-06,2020-04-06,2040-06-18,2022-04-12,2022-04-12,"Sillifant, Andrew"
US11630598,B1,"Scheduling data replication operations","Pure Storage, Inc.",https://patentscout.innography.com/share/hVnc_IviUAzPVRSwACkLig%3D%3D,G06F00306000,G06F0003061300,711004000,,2023-04-18,2023-04-18,2020-04-06,2020-12-11,2040-04-06,2023-04-18,2022-04-12,"Sillifant, Andrew|Inozemtsev, Grigori"
US20160124657,A1,"Deterministically sharing a plurality of processing resources","Pure Storage, Inc.",https://patentscout.innography.com/share/JCFv8SLFVGtPZ6TYZNnC6g%3D%3D,G06F00306000,G06F0003065000,711004000,2016-05-05,2018-03-13,2016-05-05,2014-10-29,2015-09-08,2018-03-13,2016-05-05,2016-05-05,"Resch, Jason K."
US9916114,B2,"Deterministically sharing a plurality of processing resources","Pure Storage, Inc.",https://patentscout.innography.com/share/5tztz5nnaSpRNpJ1ix7kDQ%3D%3D,G06F01200000,G06F0003065000,710244000,2016-05-05,2018-03-13,2018-03-13,2014-10-29,2015-09-08,2022-03-13,2016-05-05,2016-05-05,"Resch, Jason K."
US20180101329,A1,"Strong consistency write threshold","Pure Storage, Inc.",https://patentscout.innography.com/share/G8skVswRKfxEAmEN4EIxOg%3D%3D,G06F01110000,G06F0003065900,711004000,2018-04-12,2019-05-07,2018-04-12,2014-10-29,2017-12-13,2019-05-07,2018-04-12,2016-05-05,"Gladwin, S. Christopher|Resch, Jason K."
US20180107430,A1,"Coordinating arrival times of data slices in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/Sy3gG0iE7Wi1oJ0eTJfp0g%3D%3D,G06F00306000,G06F0003065900,711004000,2018-04-19,2019-03-05,2018-04-19,2014-10-29,2017-12-15,2019-03-05,2018-04-19,2016-05-05,"Resch, Jason K"
US20180113651,A1,"Transferring data encoding functions in a distributed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/WmyBsllee0qvy7wP9LYllg%3D%3D,G06F00306000,G06F0003065900,711004000,2018-04-26,2019-11-19,2018-04-26,2014-10-29,2017-12-21,2019-11-19,2018-04-26,2016-05-05,"Leggette, Wesley B.|Khadiwala, Ravi V.|Cabral, Bruno Hennig|Resch, Jason K."
US20180189139,A1,"Using an eventually consistent dispersed memory to implement storage tiers","Pure Storage, Inc.",https://patentscout.innography.com/share/B_YD7zhB5lp0csQMTW1ZeA%3D%3D,G06F01110000,G06F0003067000,714807000,2018-07-05,2019-10-29,2018-07-05,2014-10-29,2018-02-23,2019-10-29,2018-07-05,2016-05-05,"Resch, Jason K."
US10223033,B2,"Coordinating arrival times of data slices in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/QLYgLOltTXsvTC-6ksIoPg%3D%3D,G06F01200000,G06F0003065900,710244000,2018-04-19,2019-03-05,2019-03-05,2014-10-29,2017-12-15,2035-09-08,2018-04-19,2016-05-05,"Resch, Jason K"
US10282135,B2,"Strong consistency write threshold","Pure Storage, Inc.",https://patentscout.innography.com/share/DI7GtO-9ln2W7rpziSwPTA%3D%3D,G06F01200000,G06F0003065900,710244000,2018-04-12,2019-05-07,2019-05-07,2014-10-29,2017-12-13,2035-09-08,2018-04-12,2016-05-05,"Gladwin, S. Christopher|Resch, Jason K."
US20190187935,A1,"Strong consistency write threshold","Pure Storage, Inc.",https://patentscout.innography.com/share/OHYJF1OZfyn4gIipBPPdhw%3D%3D,G06F00306000,G06F0003065900,711004000,2019-06-20,,2019-06-20,2014-10-29,2019-02-25,2021-01-06,2018-04-12,2016-05-05,"Gladwin, S. Christopher|Resch, Jason K."
US10459792,B2,"Using an eventually consistent dispersed memory to implement storage tiers","Pure Storage, Inc.",https://patentscout.innography.com/share/97SqVWRwIx51-MHhCSNM6Q%3D%3D,G06F01200000,G06F0003067000,710244000,2018-07-05,2019-10-29,2019-10-29,2014-10-29,2018-02-23,2023-10-29,2018-07-05,2016-05-05,"Resch, Jason K."
US10481833,B2,"Transferring data encoding functions in a distributed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/_hiDqhCeShXSP-IAAb9Jww%3D%3D,G06F01110000,G06F0003065900,714807000,2018-04-26,2019-11-19,2019-11-19,2014-10-29,2017-12-21,2035-09-08,2018-04-26,2016-05-05,"Leggette, Wesley B.|Khadiwala, Ravi V.|Cabral, Bruno Hennig|Resch, Jason K."
US20220129171,A1,"Preserving data in a storage system operating in a reduced power mode","Pure Storage, Inc.",https://patentscout.innography.com/share/0wydsjyo_76WGLyVFJofWA%3D%3D,G06F00306000,G06F0003061900,711004000,2022-04-28,,2022-04-28,2020-10-23,2020-10-23,2040-10-23,2022-04-28,2022-04-28,"Karr, Ronald|Kirkpatrick, Peter"
US20250165175,A1,"Data spillover for storage arrays","Pure Storage, Inc.",https://patentscout.innography.com/share/hODuYDEeEtns0BnlWWu0Ww%3D%3D,G06F00306000,G06F0003061900,711004000,2025-05-22,,2025-05-22,2023-11-21,2023-11-21,2043-11-21,2025-05-22,2025-05-22,"Sillifant, Andrew|Colgrove, John|Karr, Ronald"
US20160154698,A1,"Coordinating storage of data in dispersed storage networks","Pure Storage, Inc.",https://patentscout.innography.com/share/dTwNO1Eppjkw7W8qg5XxgA%3D%3D,G06F01110000,G06F0003065000,714807000,2016-06-02,2017-08-08,2016-06-02,2014-12-02,2015-09-29,2017-08-08,2016-06-02,2016-06-02,"Kazi, Asimuddin"
US9727275,B2,"Coordinating storage of data in dispersed storage networks","Pure Storage, Inc.",https://patentscout.innography.com/share/ntlNNi6wvZlRBSzLeJMzow%3D%3D,G06F01110000,G06F0003065000,714807000,2016-06-02,2017-08-08,2017-08-08,2014-12-02,2015-09-29,2021-08-08,2016-06-02,2016-06-02,"Kazi, Asimuddin"
US20180101328,A1,"Applying a probability function to avoid storage operations for already-deleted data","Pure Storage, Inc.",https://patentscout.innography.com/share/boBze75-vSt7BzoYOD-ZvQ%3D%3D,G06F00306000,G06F0003065900,711004000,2018-04-12,2019-11-19,2018-04-12,2014-12-02,2017-12-11,2019-11-19,2018-04-12,2016-06-02,"Khadiwala, Ravi V.|Dhuse, Greg R.|Volvovski, Ilya|Baptist, Andrew D.|Wozniak, Ethan S.|Kazi, Asimuddin"
US20180107421,A1,"Multi-site duplication via high-level storage unit processing modules","Pure Storage, Inc.",https://patentscout.innography.com/share/I7_jMRfU7H76a06VGO2glQ%3D%3D,G06F00306000,G06F0003064100,711004000,2018-04-19,,2018-04-19,2014-12-02,2017-12-14,2020-02-03,2018-04-19,2016-06-02,"Kazi, Asimuddin|Resch, Jason K."
US10481832,B2,"Applying a probability function to avoid storage operations for already-deleted data","Pure Storage, Inc.",https://patentscout.innography.com/share/A33i3dk0_EFytM4b6JKqrA%3D%3D,G06F00306000,G06F0003065900,711004000,2018-04-12,2019-11-19,2019-11-19,2014-12-02,2017-12-11,2023-11-19,2018-04-12,2016-06-02,"Khadiwala, Ravi V.|Dhuse, Greg R.|Volvovski, Ilya|Baptist, Andrew D.|Wozniak, Ethan S.|Kazi, Asimuddin"
US11321006,B1,"Data loss prevention during transitions from a replication source","Pure Storage, Inc.",https://patentscout.innography.com/share/h_9mwuYnJ6OQ25RXOp5-0w%3D%3D,G06F00306000,G06F0003065000,711004000,,2022-05-03,2022-05-03,2020-03-25,2020-03-25,2040-05-07,2022-05-03,2022-05-03,"Grunwald, David|Gill, Thomas|Brooks, Connor|Touchette, Larry|Shukla, Saurabh"
US20220253219,A1,"Transitioning between replication sources for data replication operations","Pure Storage, Inc.",https://patentscout.innography.com/share/1uf2VkKgncx1JyDmetKEhA%3D%3D,G06F00306000,G06F0003065000,711004000,2022-08-11,2023-04-11,2022-08-11,2020-03-25,2022-04-26,2023-04-11,2022-05-03,2022-05-03,"Grunwald, David|Gill, Thomas|Brooks, Connor|Touchette, Larry|Shukla, Saurabh"
US11625185,B2,"Transitioning between replication sources for data replication operations","Pure Storage, Inc.",https://patentscout.innography.com/share/FssVniVuLefX02_BdD1Xvg%3D%3D,G06F00306000,G06F0003065000,711004000,2022-08-11,2023-04-11,2023-04-11,2020-03-25,2022-04-26,2040-05-07,2022-05-03,2022-05-03,"Grunwald, David|Gill, Thomas|Brooks, Connor|Touchette, Larry|Shukla, Saurabh"
US20230244403,A1,"Transitioning between source data repositories for a dataset","Pure Storage, Inc.",https://patentscout.innography.com/share/GwY9J6BGlVqJqRxZ3T0LTw%3D%3D,G06F00306000,G06F0003065000,711004000,2023-08-03,2025-01-28,2023-08-03,2020-03-25,2023-04-10,2025-01-28,2022-05-03,2022-05-03,"Grunwald, David|Gill, Thomas|Brooks, Connor|Touchette, Larry|Shukla, Saurabh"
US12210762,B2,"Transitioning between source data repositories for a dataset","Pure Storage, Inc.",https://patentscout.innography.com/share/ZznUPQ51JRAfjOx_V8aC1w%3D%3D,G06F00306000,G06F0003065000,711004000,2023-08-03,2025-01-28,2025-01-28,2020-03-25,2023-04-10,2040-03-29,2022-05-03,2022-05-03,"Grunwald, David|Gill, Thomas|Brooks, Connor|Touchette, Larry|Shukla, Saurabh"
US20160196320,A1,"Replication to the cloud","Pure Storage, Inc.",https://patentscout.innography.com/share/JaOymU9jTfeFKjkDGaVfpA%3D%3D,G06F01730000,G06F0003060800,707000000,2016-07-07,2020-01-28,2016-07-07,2014-12-19,2014-12-19,2020-01-28,2016-06-23,2016-06-23,"Borowiec, Benjamin|Miller, Ethan L.|Hodgson, Steve|Bernat, Andrew R.|Ramanarayanan, Ganesh|Sharpe, Malcolm|Driscoll, Alan S."
US10545987,B2,"Replication to the cloud","Pure Storage, Inc.",https://patentscout.innography.com/share/q8Bo0CTeSlZBq0CoSVqLmA%3D%3D,G06F01627000,G06F0003060800,713340000,2016-07-07,2020-01-28,2020-01-28,2014-12-19,2014-12-19,2037-05-31,2016-06-23,2016-06-23,"Borowiec, Benjamin|Miller, Ethan L.|Hodgson, Steve|Bernat, Andrew R.|Ramanarayanan, Ganesh|Sharpe, Malcolm|Driscoll, Alan S."
US11803567,B1,"Restoration of a dataset from a cloud","Pure Storage, Inc.",https://patentscout.innography.com/share/pNxmMi5HPTP-BWmMIrruCg%3D%3D,G06F01627000,G06F0003060800,713340000,,2023-10-31,2023-10-31,2014-12-19,2019-11-07,2035-09-02,2016-06-23,2016-06-23,"Borowiec, Benjamin|Miller, Ethan L.|Hodgson, Steve|Bernat, Andrew R.|Ramanarayanan, Ganesh|Sharpe, Malcolm|Driscoll, Alan S."
US20230359644,A1,"Cloud-based replication to cloud-external systems","Pure Storage, Inc.",https://patentscout.innography.com/share/M_v2g_5exQCFxwacXpOmbg%3D%3D,G06F01627000,G06F0003060800,713340000,2023-11-09,,2023-11-09,2014-12-19,2023-07-14,2037-05-31,2016-06-23,2016-06-23,"Miller, Ethan L.|Bernat, Andrew R.|Borowiec, Benjamin|Driscoll, Alan S.|Hodgson, Steve|Ramanarayanan, Ganesh|Sharpe, Malcolm"
US20180095891,A1,"Purpose-driven division between logical and physical storage allocation","Pure Storage, Inc.",https://patentscout.innography.com/share/uRO5jRapsx0_3iKs1Joj5Q%3D%3D,G06F01210000,G06F0012100000,345568000,2018-04-05,,2018-04-05,2014-12-31,2017-12-05,2020-04-12,2018-04-05,2016-06-30,"Resch, Jason K.|Iljazi, Ilir|Peake, Andrew G.|Motwani, Manish"
US20180101327,A1,"Linking common attributes among a set of synchronized vaults","Pure Storage, Inc.",https://patentscout.innography.com/share/wil_t-C8JtY_2a6MHeUKdw%3D%3D,G06F00306000,G06F0003065900,711004000,2018-04-12,2019-09-24,2018-04-12,2014-12-31,2017-12-11,2019-09-24,2018-04-12,2016-06-30,"Gray, Adam M.|Dhuse, Greg R.|Baptist, Andrew D.|Khadiwala, Ravi V.|Leggette, Wesley B.|Horan, Scott M.|Borich, Franco V.|Cilfone, Bart R.|Scholl, Daniel J."
US10423359,B2,"Linking common attributes among a set of synchronized vaults","Pure Storage, Inc.",https://patentscout.innography.com/share/_WJdidvF8NWVvgmvifSSjg%3D%3D,G06F01200000,G06F0003065900,710244000,2018-04-12,2019-09-24,2019-09-24,2014-12-31,2017-12-11,2035-10-29,2018-04-12,2016-06-30,"Gray, Adam M.|Dhuse, Greg R.|Baptist, Andrew D.|Khadiwala, Ravi V.|Leggette, Wesley B.|Horan, Scott M.|Borich, Franco V.|Cilfone, Bart R.|Scholl, Daniel J."
US20160188253,A1,"Redistributing encoded data slices in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/pWlA3K1VVqKmm97otQGOkg%3D%3D,G06F00306000,G06F0003064700,711004000,2016-06-30,2018-11-13,2016-06-30,2014-12-31,2015-10-29,2018-11-13,2016-06-30,2016-06-30,"Resch, Jason K|Leggette, Wesley|Motwani, Manish"
US20180107397,A1,"Unidirectional vault synchronization to support tiering","Pure Storage, Inc.",https://patentscout.innography.com/share/wztz7wdIVgVTTMzSv6-y6A%3D%3D,G06F00306000,G06F0003065000,711004000,2018-04-19,2020-05-19,2018-04-19,2014-12-31,2017-12-15,2020-05-19,2018-04-19,2016-06-30,"Gray, Adam M.|Dhuse, Greg R.|Baptist, Andrew D.|Khadiwala, Ravi V.|Leggette, Wesley B.|Horan, Scott M.|Borich, Franco V.|Cilfone, Bart R.|Scholl, Daniel J.|Abhijeet, Kumar|Viraraghavan, Praveen"
US20180107398,A1,"Vault synchronization within a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/8EZ9mU0Sh1Tfu8U_rr7_Yw%3D%3D,G06F00306000,G06F0003065000,711004000,2018-04-19,,2018-04-19,2014-12-31,2017-12-15,2020-03-28,2018-04-19,2016-06-30,"Gray, Adam M.|Dhuse, Greg R.|Baptist, Andrew D.|Khadiwala, Ravi V.|Leggette, Wesley B.|Horan, Scott M.|Borich, Franco V.|Cilfone, Bart R.|Scholl, Daniel J."
US20180107431,A1,"Dap redistribution operation within a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/ABBEbt4h5f9C_5vQ7hL_tQ%3D%3D,G06F00306000,G06F0003065900,711004000,2018-04-19,2019-10-22,2018-04-19,2014-12-31,2017-12-15,2019-10-22,2018-04-19,2016-06-30,"Resch, Jason K.|Leggette, Wesley B.|Motwani, Manish"
US20180113626,A1,"Fail-in-place supported via decentralized or distributed agreement protocol (dap)","Pure Storage, Inc.",https://patentscout.innography.com/share/LPASEqDOZYSIAfdO_XHO-A%3D%3D,G06F00306000,G06F0003067000,711004000,2018-04-26,2019-04-30,2018-04-26,2015-02-27,2017-12-12,2019-04-30,2018-04-26,2016-06-30,"Baptist, Andrew D."
US10126974,B2,"Redistributing encoded data slices in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/Hyjuy2qIoh0NCUc_P446Uw%3D%3D,G06F01208000,G06F0003064700,711003000,2016-06-30,2018-11-13,2018-11-13,2014-12-31,2015-10-29,2022-11-13,2016-06-30,2016-06-30,"Resch, Jason K|Leggette, Wesley|Motwani, Manish"
US20180373459,A1,"Redistributing encoded data slices in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/xBH1ADRM05N_R4yGdvCBZQ%3D%3D,G06F00306000,G06F0003064700,711004000,2018-12-27,,2018-12-27,2014-12-31,2018-08-24,2020-02-26,2016-06-30,2016-06-30,"Resch, Jason K|Leggette, Wesley|Motwani, Manish"
US10275185,B2,"Fail-in-place supported via decentralized or distributed agreement protocol (dap)","Pure Storage, Inc.",https://patentscout.innography.com/share/a_ECrApYwF5qEGbDw0klMA%3D%3D,G06F00306000,G06F0003067000,711004000,2018-04-26,2019-04-30,2019-04-30,2015-02-27,2017-12-12,2035-12-31,2018-04-26,2016-06-30,"Baptist, Andrew D."
US10452317,B2,"Dap redistribution operation within a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/K4i-88iOoZiHiVZDn3F6vw%3D%3D,G06F00306000,G06F0003065900,711004000,2018-04-19,2019-10-22,2019-10-22,2014-12-31,2017-12-15,2023-10-22,2018-04-19,2016-06-30,"Resch, Jason K.|Leggette, Wesley B.|Motwani, Manish"
US10656866,B2,"Unidirectional vault synchronization to support tiering","Pure Storage, Inc.",https://patentscout.innography.com/share/Nb_ia8tyHQL5D5wdIYyySA%3D%3D,G06F01200000,G06F0003065000,710244000,2018-04-19,2020-05-19,2020-05-19,2014-12-31,2017-12-15,2024-05-19,2018-04-19,2016-06-30,"Gray, Adam M.|Dhuse, Greg R.|Baptist, Andrew D.|Khadiwala, Ravi V.|Leggette, Wesley B.|Horan, Scott M.|Borich, Franco V.|Cilfone, Bart R.|Scholl, Daniel J.|Abhijeet, Kumar|Viraraghavan, Praveen"
US20220066879,A1,"Metadata based listing in a distributed storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/ui-JwxRTG4TPoKmSukxWdQ%3D%3D,G06F00306000,G06F0003064700,714807000,2022-03-03,,2022-03-03,2014-12-31,2021-11-09,2035-10-29,2018-04-12,2016-06-30,"Gray, Adam M.|Dhuse, Greg R.|Baptist, Andrew D.|Khadiwala, Ravi V.|Leggette, Wesley B.|Horan, Scott M.|Borich, Franco V.|Cilfone, Bart R.|Scholl, Daniel J."
US20220171573,A1,"Tracking data slices affected by changing a decentralized storage protocol","Pure Storage, Inc.",https://patentscout.innography.com/share/qhOY3Sp8GAylcY6kCvY2GA%3D%3D,G06F00306000,G06F0003065900,711004000,2022-06-02,,2022-06-02,2014-12-31,2022-02-16,2025-04-16,2018-04-19,2016-06-30,"Resch, Jason K.|Leggette, Wesley B.|Motwani, Manish"
US12340110,B1,"Replicating data in a storage system operating in a reduced power mode","Pure Storage, Inc.",https://patentscout.innography.com/share/mlre3PSOr7UyJovMeCDWqA%3D%3D,G06F00306000,G06F0003065000,711004000,,2025-06-24,2025-06-24,2020-10-27,2020-10-27,2040-10-27,2025-06-24,2025-06-24,"Dailey, Aaron|Karr, Ronald|Tselentis, Nicole"
US20180107416,A1,"Read-foreign-slices request for improved read efficiency with bundled writes","Pure Storage, Inc.",https://patentscout.innography.com/share/XkKwkP7IPfCiGncISktbWA%3D%3D,G06F00306000,G06F0003061900,711004000,2018-04-19,2020-03-17,2018-04-19,2015-01-30,2017-12-18,2020-03-17,2018-04-19,2016-08-04,"Baptist, Andrew D.|Dhuse, Greg R.|Khadiwala, Ravi V.|Resch, Jason K.|Leggette, Wesley B.|Vossberg, Trevor J.|Gladwin, S. Christopher"
US20180107428,A1,"Data access optimization protocol in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/EVrNph5wn5IgWQ0k3jHgIA%3D%3D,G06F00306000,G06F0003065900,711004000,2018-04-19,2019-05-14,2018-04-19,2015-01-30,2017-12-15,2019-05-14,2018-04-19,2016-08-04,"Resch, Jason K.|Dhuse, Greg R.|Khadiwala, Ravi V.|Leggette, Wesley B."
US20180107429,A1,"Write threshold plus value in dispersed storage network write operations","Pure Storage, Inc.",https://patentscout.innography.com/share/4UAUXtgU-pgTpWZAkYROTw%3D%3D,G06F00306000,G06F0003065900,711004000,2018-04-19,2020-04-14,2018-04-19,2015-01-30,2017-12-15,2020-04-14,2018-04-19,2016-08-04,"Resch, Jason K.|Dhuse, Greg R.|Khadiwala, Ravi V.|Leggette, Wesley B."
US10289342,B2,"Data access optimization protocol in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/3HDyT1XA6FqTUqFkg5EA8Q%3D%3D,G06F00306000,G06F0003065900,711004000,2018-04-19,2019-05-14,2019-05-14,2015-01-30,2017-12-15,2035-12-01,2018-04-19,2016-08-04,"Resch, Jason K.|Dhuse, Greg R.|Khadiwala, Ravi V.|Leggette, Wesley B."
US10592132,B2,"Read-foreign-slices request for improved read efficiency with bundled writes","Pure Storage, Inc.",https://patentscout.innography.com/share/6pMtQh4ZX8hA-Nh9csWCpA%3D%3D,G06F01100000,G06F0003061900,370225000,2018-04-19,2020-03-17,2020-03-17,2015-01-30,2017-12-18,2024-03-17,2018-04-19,2016-08-04,"Baptist, Andrew D.|Dhuse, Greg R.|Khadiwala, Ravi V.|Resch, Jason K.|Leggette, Wesley B.|Vossberg, Trevor J.|Gladwin, S. Christopher"
US10620878,B2,"Write threshold plus value in dispersed storage network write operations","Pure Storage, Inc.",https://patentscout.innography.com/share/XG90uQgTs9M9R43rBLYmIA%3D%3D,G06F00306000,G06F0003065900,711004000,2018-04-19,2020-04-14,2020-04-14,2015-01-30,2017-12-15,2024-04-14,2018-04-19,2016-08-04,"Resch, Jason K.|Dhuse, Greg R.|Khadiwala, Ravi V.|Leggette, Wesley B."
US20220206691,A1,"Optimizing resiliency groups for data regions of a storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/Xp_lcQ6yeDaShlN_jsGvjg%3D%3D,G06F00306000,G06F0003061400,711004000,2022-06-30,2023-12-19,2022-06-30,2020-12-31,2021-10-27,2023-12-19,2022-06-30,2022-06-30,"Lee, Robert|Feigin, Boris|Gao, Ying|Karr, Ronald"
