Publication Number,Kind Code,Title,Assignee,Innography URL,First IP Classification,First CP Classification,First US Classification,Application Publication Date,Grant Date,Publish Date,Priority Date,Filed Date,Est. Expiration Date,Earliest Published Date - Simple Family,Earliest Published Date - Extended Family,Inventors
US20200019346,A1,"Integrating host-side storage device management with host-side non-volatile memory","Scaleflux, Inc.",https://patentscout.innography.com/share/UQDaXJPOdMaGZxcx6GU_cg%3D%3D,G06F00306000,G06F0003065900,711004000,2020-01-16,2022-03-01,2020-01-16,2018-07-16,2019-07-12,2022-03-01,2020-01-16,2020-01-16,"Wu, Qi|Wu, Wentao|Omura, Thad|Liu, Yang|Zhang, Tong"
US11262942,B2,"Integrating host-side storage device management with host-side non-volatile memory","Scaleflux, Inc.",https://patentscout.innography.com/share/aSVnYvQqLMcPgDxTqxglsQ%3D%3D,G06F00306000,G06F0003065900,711004000,2020-01-16,2022-03-01,2022-03-01,2018-07-16,2019-07-12,2039-11-25,2020-01-16,2020-01-16,"Wu, Qi|Wu, Wentao|Omura, Thad|Liu, Yang|Zhang, Tong"
US20200042200,A1,"Information processing system for controlling storage device","Kioxia Corporation",https://patentscout.innography.com/share/t0LCTVmv-mIUDXCU7bnHxQ%3D%3D,G06F00306000,G06F0003061900,711004000,2020-02-06,2022-07-12,2020-02-06,2018-07-31,2019-03-14,2022-07-12,2020-02-06,2020-02-06,"Kanno, Shinichi"
US11385800,B2,"Information processing system for controlling storage device","Kioxia Corporation",https://patentscout.innography.com/share/4GPVJriDQY-craPDpXEmDA%3D%3D,G06F00306000,G06F0003061900,711004000,2020-02-06,2022-07-12,2022-07-12,2018-07-31,2019-03-14,2039-05-14,2020-02-06,2020-02-06,"Kanno, Shinichi"
US20120290769,A1,"Flash memory device, memory control device, memory control method, and storage system","Sony Corporation",https://patentscout.innography.com/share/LNBvow1JQEtGS3U_rE0H8g%3D%3D,G06F01202000,G06F0012024600,711103000,2012-11-15,2015-03-31,2012-11-15,2011-05-09,2012-03-30,2015-03-31,2012-11-14,2012-11-14,"Okubo, Hideaki|Kawamura, Keita|Nishiura, Toshifumi|Yamazoe, Hiroaki"
CN102779095,A,"A flash memory device, a memory control device, memory control method and memory system","Sony Corporation",https://patentscout.innography.com/share/KhNfoZ4L8atpL_sxVaAh1Q%3D%3D,G06F01202000,G06F0012024600,345543000,2012-11-14,2017-03-01,2012-11-14,2011-05-09,2012-05-02,2017-03-01,2012-11-14,2012-11-14,"Hideaki, Okubo|Keita, Kawamura|Toshifumi, Nishiura|Hiroaki, Yamazoe"
US8996791,B2,"Flash memory device, memory control device, memory control method, and storage system","Sony Corporation",https://patentscout.innography.com/share/OYOBoNSmpsznPnYOO6bRcw%3D%3D,G06F01202000,G06F0012024600,711103000,2012-11-15,2015-03-31,2015-03-31,2011-05-09,2012-03-30,2023-03-31,2012-11-14,2012-11-14,"Okubo, Hideaki|Kawamura, Keita|Nishiura, Toshifumi|Yamazoe, Hiroaki"
CN102779095,B,"A flash memory device, a memory control device, memory control method and memory system","Sony Corporation",https://patentscout.innography.com/share/ef5V3qFORVVw0gAJWEOfFw%3D%3D,G06F01202000,G06F0012024600,345543000,2012-11-14,2017-03-01,2017-03-01,2011-05-09,2012-05-02,2023-04-07,2012-11-14,2012-11-14,"Okubo, Hideaki|Kawamura, Keita|Nishiura, Toshifumi|Yamazoe, Hiroaki"
US8316176,B1,"Non-volatile semiconductor memory segregating sequential data during garbage collection to reduce write amplification","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/5QQ2kx75WM_ikbLGG5Gzaw%3D%3D,G06F01200000,G06F0012024600,711103000,,2012-11-20,2012-11-20,2010-02-17,2010-02-17,2030-12-19,2012-11-20,2012-11-20,"Phan, Lan D|Suryabudi, Dominic S"
US20240232069,A1,"Method and system for updating file in file system","Research & Business Foundation Sungkyunkwan University",https://patentscout.innography.com/share/esAYKp5P-tgPQB2kDANS0A%3D%3D,G06F01202000,G06F0012100900,345543000,2024-07-11,,2024-07-11,2023-01-10,2023-08-02,2043-08-02,2024-07-11,2024-07-11,"Lee, Sang-won|Park, Jonghyeok|Eom, Young Ik|Shin, Dongkun|Lee, Yongmyung"
KR20240111560,A,"Method and system for updating file in a filesystem","Research & Business Foundation Sungkyunkwan University",https://patentscout.innography.com/share/VCbOPVgwA2PivTLjvGTJGg%3D%3D,G06F01210090,G06F0012100900,713340000,2024-07-17,,2024-07-17,2023-01-10,2023-01-10,2043-01-10,2024-07-11,2024-07-11,"Lee, Sang Won|Park, Jong Hyeok|Eom, Young Ik|Shin, Dong Kun|Lee, Yong Myung"
CN106372001,A,"Memory system","Kabushiki Kaisha Toshiba",https://patentscout.innography.com/share/flDpR65Jss6KV7I0QOXN9g%3D%3D,G06F01202000,G06F0012024600,345543000,2017-02-01,2019-08-09,2017-02-01,2015-07-23,2015-12-07,2019-08-09,2017-01-25,2017-01-25,"Shinichi, Kanno"
US11074173,B1,"Method and system to determine an optimal over-provisioning ratio","Lightbits Labs Ltd.",https://patentscout.innography.com/share/49CBBhwo36kcX0gToUl8Zg%3D%3D,G06F01202000,G06F0003061600,345543000,,2021-07-27,2021-07-27,2018-04-26,2019-06-24,2038-04-26,2021-07-27,2020-04-21,"Gordon, Abel Alkon"
CN106383666,B,"A data storage method and device","Eastcompeace Technology Co., Ltd.",https://patentscout.innography.com/share/REL4_OARp4heYpiphU8QVg%3D%3D,G06F00306000,G06F0003064000,711004000,2017-02-08,2020-05-01,2020-05-01,2016-09-07,2016-09-07,2036-09-06,2017-02-08,2017-02-08,"Xu, Yunzhen|Yang, Mengfei"
US20200133563,A1,"Two-stage hybrid memory buffer for multiple streams","Micron Technolgy, Inc.",https://patentscout.innography.com/share/f925Yr9TTKvcs94z8Sv2_w%3D%3D,G06F00306000,G06F0003065600,711004000,2020-04-30,2021-11-30,2020-04-30,2018-10-25,2018-10-25,2021-11-30,2020-04-30,2020-04-30,"Springberg, David G.|Sluiter, David"
KR20210059790,A,"2-stage hybrid memory buffer for multiple streams","Micron Technology, Inc.",https://patentscout.innography.com/share/cr-Lu0LtE1B_sM6hSzVGSQ%3D%3D,G06F01316000,G06F0003065600,713340000,2021-05-25,,2021-05-25,2018-10-25,2019-10-23,2039-10-23,2020-04-30,2020-04-30,"Springberg, David G|Sluiter, David"
CN113168386,A,"Two-stage hybrid memory buffer for multiple streams","Micron Technology Inc.",https://patentscout.innography.com/share/V1j0iLRXKgs-rFzZFLrt4Q%3D%3D,G06F01316000,G06F0003065600,713340000,2021-07-23,2025-03-18,2021-07-23,2018-10-25,2019-10-23,2025-03-18,2020-04-30,2020-04-30,"Springberg, David G|Sluiter, David"
US11188250,B2,"Two-stage hybrid memory buffer for multiple streams","Micron Technolgy, Inc.",https://patentscout.innography.com/share/PBLN5aMQZhxvFQL1lnd3Bw%3D%3D,G06F01200000,G06F0003065600,710244000,2020-04-30,2021-11-30,2021-11-30,2018-10-25,2018-10-25,2039-02-21,2020-04-30,2020-04-30,"Springberg, David G.|Sluiter, David"
US20220083265,A1,"Two-stage hybrid memory buffer for multiple streams","Micron Technology, Inc.",https://patentscout.innography.com/share/cyO-o6R6mU5hJ-ZecOjtPQ%3D%3D,G06F00306000,G06F0003065600,711004000,2022-03-17,2023-11-28,2022-03-17,2018-10-25,2021-11-29,2023-11-28,2020-04-30,2020-04-30,"Springberg, David G.|Sluiter, David"
US11829638,B2,"Two-stage hybrid memory buffer for multiple streams","Micron Technology, Inc.",https://patentscout.innography.com/share/hr1Uz0NvBTcyoicLLGxIJQ%3D%3D,G06F00306000,G06F0003065600,711004000,2022-03-17,2023-11-28,2023-11-28,2018-10-25,2021-11-29,2039-02-21,2020-04-30,2020-04-30,"Springberg, David G.|Sluiter, David"
CN113168386,B,"Two-stage hybrid memory buffer for multiple streams","Micron Technology Inc.",https://patentscout.innography.com/share/TZK1l5CPfpCSuwRJQpAklw%3D%3D,G06F01316000,G06F0003065600,713340000,2021-07-23,2025-03-18,2025-03-18,2018-10-25,2019-10-23,2039-10-23,2020-04-30,2020-04-30,"Springberg, David G|Sluiter, David"
CN120179167,A,"Two-stage hybrid memory buffer for multiple streams","Micron Technology Inc.",https://patentscout.innography.com/share/9WX5Lq7p8zv6fyWdeYkpPA%3D%3D,G06F00306000,G06F0003065600,711004000,2025-06-20,,2025-06-20,2018-10-25,2019-10-23,2039-10-23,2020-04-30,2020-04-30,"Springberg, David G|Sluiter, David"
CN102819494,A,"An optimizing method for flash memory in order writing","Shandong Huaxin Semiconductor Co., Ltd.",https://patentscout.innography.com/share/lhZm7FVNrh_mahGL_bN4OA%3D%3D,G06F01202000,G06F0012020000,345543000,2012-12-12,2015-09-02,2012-12-12,2012-07-18,2012-07-18,2015-09-02,2012-12-12,2012-12-12,"Li, Feng|Wang, Pu|Gao, Meizhou"
CN102819494,B,"A method for optimizing sequential writing of flash memory","Shandong Sinochip Semiconductors Ltd.",https://patentscout.innography.com/share/YctNORbWTly0a9Nzq1Tc6w%3D%3D,G06F01202000,G06F0012020000,345543000,2012-12-12,2015-09-02,2015-09-02,2012-07-18,2012-07-18,2032-07-17,2012-12-12,2012-12-12,"Li, Feng|Wang, Pu|Gao, Meizhou"
CN102831072,A,"Flash memory device and its management method, writing method and reading device","Shenzhen Longsys Electronics Co., Ltd.",https://patentscout.innography.com/share/_6_vWjPOhbgKaiZQYlJEwQ%3D%3D,G06F01202000,G06F0012020000,345543000,2012-12-19,2016-03-02,2012-12-19,2012-08-10,2012-08-10,2016-03-02,2012-12-19,2012-12-19,"Guo, Dan"
CN102831072,B,"Flash memory device and its management method, writing method and reading device","Shenzhen Netcom Electronics Co., Ltd.",https://patentscout.innography.com/share/ajaYkMLbMNl4yRXvClMwOA%3D%3D,G06F01202000,G06F0012020000,345543000,2012-12-19,2016-03-02,2016-03-02,2012-08-10,2012-08-10,2032-08-09,2012-12-19,2012-12-19,"Guo, Dan"
CN111158579,A,"Solid-state hard disk and the data access method","Adata Technology Co., Ltd.",https://patentscout.innography.com/share/ePTEFXlhvEeE2dQG9M2bSQ%3D%3D,G06F00306000,G06F0003061000,711004000,2020-05-15,2023-06-13,2020-05-15,2018-11-07,2018-11-19,2023-06-13,2020-05-07,2020-05-07,"Yuan, Kuo-hua"
US20130007343,A1,"Parameter tracking for memory devices","Seagate Technology LLC",https://patentscout.innography.com/share/C3bWvyN2yTbW9W5-VdlgxQ%3D%3D,G06F01200000,G06F0012024600,711103000,2013-01-03,2014-06-03,2013-01-03,2011-06-28,2011-06-28,2014-06-03,2013-01-03,2013-01-03,"Rub, Bernardo|Patapoutian, Ara|Buch, Bruce"
US8745318,B2,"Parameter tracking for memory devices","Seagate Technology LLC",https://patentscout.innography.com/share/QZHiY0BfMQlFh3edpMTyIg%3D%3D,G06F01200000,G06F0012024600,711103000,2013-01-03,2014-06-03,2014-06-03,2011-06-28,2011-06-28,2032-04-10,2013-01-03,2013-01-03,"Rub, Bernardo|Patapoutian, Ara|Buch, Bruce"
CN102843396,B,"The data writing and reading method and device in a distributed cache system","Zte Corporation.",https://patentscout.innography.com/share/UuhPLCMPL8voEQuL14GWzw%3D%3D,H04L02908000,G06F0012086600,455414400,2012-12-26,2018-03-13,2018-03-13,2011-06-22,2011-06-22,2031-06-21,2012-12-26,2012-12-26,"Han, Yinjun|Gao, Hong|Guo, Bin|Li, Haowei"
US20160092113,A1,"Host-managed non-volatile memory","Intel Corporation",https://patentscout.innography.com/share/VMvJNBuzagypQJzkhY1yxw%3D%3D,G06F00306000,G06F0003060800,711004000,2016-03-31,2017-05-09,2016-03-31,2014-09-26,2014-09-26,2017-05-09,2016-03-31,2016-03-31,"Veal, Bryan E.|Williams, Dan J.|Foong, Annie"
US9645739,B2,"Host-managed non-volatile memory","Intel Corporation",https://patentscout.innography.com/share/Xmhq_KBFg3eLD4eB5feKUA%3D%3D,G06F01200000,G06F0003060800,710244000,2016-03-31,2017-05-09,2017-05-09,2014-09-26,2014-09-26,2035-07-25,2016-03-31,2016-03-31,"Veal, Bryan E.|Williams, Dan J.|Foong, Annie"
CN106662985,A,"A non-volatile memory host management","Intel Corporation",https://patentscout.innography.com/share/qTvkb88fiIhRSAMECiSbYQ%3D%3D,G06F00306000,G06F0003060800,711004000,2017-05-10,2020-10-16,2017-05-10,2014-09-26,2015-09-18,2020-10-16,2016-03-31,2016-03-31,"Veal, Bryan E|Williams, Dan J|Foong, Annie"
CN106662985,B,"Non-volatile memory managed by host","Intel Corporation",https://patentscout.innography.com/share/QcuFBOIWhs04bvidpEHcOQ%3D%3D,G06F00306000,G06F0003060800,711004000,2017-05-10,2020-10-16,2020-10-16,2014-09-26,2015-09-18,2035-09-17,2016-03-31,2016-03-31,"Veal, Bryan E|Williams, Dan J|Foong, Annie"
KR102275563,B1,"Host-managed non-volatile memory","Intel Corporation",https://patentscout.innography.com/share/R-Cfmh5YKx1uYy-R_2g_CQ%3D%3D,G06F01202000,G06F0003060800,345543000,2017-04-07,2021-07-12,2021-07-12,2014-09-26,2015-09-18,2035-09-18,2016-03-31,2016-03-31,"Veal, Bryan E|Williams, Dan J|Foong, Annie"
CN111104045,A,"A storage control method, device, equipment and computer storage medium","Shenzhen Zte Microelectronics Technology Co., Ltd.",https://patentscout.innography.com/share/WAg0Kl7xzB8-OZA4VQpcBg%3D%3D,G06F00306000,G06F0003061600,711004000,2020-05-05,2024-10-01,2020-05-05,2018-10-25,2018-10-25,2038-10-25,2020-05-05,2020-05-05,"Cheng, Chen|Zeng, Wenqi|Wang, Siyu|Ye, Lianxuan"
CN111104345,A,"A ssd recovery method, system and host","Suzhou Inspur Intelligent Technology Co., Ltd.",https://patentscout.innography.com/share/wZCf2J33qcFf3XHDuwDU7w%3D%3D,G06F01202000,G06F0012024600,345543000,2020-05-05,2022-11-08,2020-05-05,2019-12-12,2019-12-12,2022-11-08,2020-05-05,2020-05-05,"Chen, Qinglu"
US20130198437,A1,"Memory management device and memory management method","Kabushiki Kaisha Toshiba",https://patentscout.innography.com/share/fiaaQDl9ZUsGA0xQzynqyw%3D%3D,G06F01202000,G06F0012024600,711103000,2013-08-01,,2013-08-01,2010-01-27,2012-07-27,2016-08-05,2011-08-04,2011-08-04,"Omizo, Takashi|Owa, Tsutomu|Kunimatsu, Atsushi|Nakai, Hiroto|Miyagawa, Masaki|Nishino, Reina|Sakamoto, Hiroyuki"
US20220156008,A1,"Storage device, electronic system including the same, and method of operating the same","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/_pWJvEcrDd0FpybCAmvkFQ%3D%3D,G06F00306000,G06F0003061000,711004000,2022-05-19,2023-10-03,2022-05-19,2020-11-16,2021-08-05,2023-10-03,2022-05-17,2022-05-17,"Lee, Byung Ki|Hwang, Joo Young|Kim, Jun Hee|Park, Keun San|Jeon, Je Kyeom"
KR20220066601,A,"Storage device, electronic system including the same storage device and the mehod of operating the same storage device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/St88qSGuO-eV9vwxybHuxg%3D%3D,G06F01202000,G06F0003061000,711004000,2022-05-24,,2022-05-24,2020-11-16,2020-11-16,2040-11-16,2022-05-17,2022-05-17,"Lee, Byung Ki|Hwang, Joo Young|Kim, Jun Hee|Park, Keun San|Jeon, Je Kyeom"
US11775215,B2,"Storage device with host-controlled operation mode, electronic system including the same, and method of operating the same","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/iShTIOJhrYKito2tjcv8-w%3D%3D,G06F00306000,G06F0003061000,711004000,2022-05-19,2023-10-03,2023-10-03,2020-11-16,2021-08-05,2041-08-05,2022-05-17,2022-05-17,"Lee, Byung Ki|Hwang, Joo Young|Kim, Jun Hee|Park, Keun San|Jeon, Je Kyeom"
US20220075716,A1,"Zoned namespace limitation mitigation using sub block mode","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/37f8mHiStbefZrhVcyvP2g%3D%3D,G06F01202000,G06F0012025300,345543000,2022-03-10,2022-09-27,2022-03-10,2020-09-04,2021-02-19,2022-09-27,2022-03-04,2022-03-04,"Tikoo, Rakshit|Sreedhar, Adarsh|Arora, Lovleen|Srimal, Niraj"
CN114138682,A,"Partition namespace restriction mitigation using sub-block patterns","Western Digital Technologies Inc.",https://patentscout.innography.com/share/0VSdXwlMz_6fUtjmHM4J6w%3D%3D,G06F01202000,G06F0012025300,345543000,2022-03-04,,2022-03-04,2020-09-04,2021-06-15,2041-06-15,2022-03-04,2022-03-04,"Tikoo, Ravindra|Sreedhar, Abhishek|Arora, Lalit|Slimal, Nicolas"
KR20220031490,A,"Zoned namespace limitation mitigation using sub block mode","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/59tJWu29OIEKCQz0AOFqgg%3D%3D,G06F01202000,G06F0012025300,345543000,2022-03-11,2024-03-28,2022-03-11,2020-09-04,2021-06-24,2024-03-28,2022-03-04,2022-03-04,"Rakshit, Tikoo|Adarsh, Sreedhar|Lovleen, Arora|Niraj, Srimal"
US11455244,B2,"Zoned namespace limitation mitigation using sub block mode","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/F2w1x8dPK5GVPei15boT-g%3D%3D,G06F01202000,G06F0012025300,345543000,2022-03-10,2022-09-27,2022-09-27,2020-09-04,2021-02-19,2041-02-19,2022-03-04,2022-03-04,"Tikoo, Rakshit|Sreedhar, Adarsh|Arora, Lovleen|Srimal, Niraj"
KR102652694,B1,"Zoned namespace limitation mitigation using sub block mode","Western Digital Technologies, Inc.",https://patentscout.innography.com/share/01Wy6hZJ9zD9vnmVvepQlA%3D%3D,G06F01202000,G06F0012025300,345543000,2022-03-11,2024-03-28,2024-03-28,2020-09-04,2021-06-24,2041-06-24,2022-03-04,2022-03-04,"Tikoo, Rakshit|Sreedhar, Adarsh|Arora, Lovleen|Srimal, Niraj"
CN111124305,A,"Solid state disk abrasion equalization method, device, and computer readable storage medium","Inspur Electronic Information Industry Co., Ltd.",https://patentscout.innography.com/share/qi2zTjn8v57lOu93v9oLGQ%3D%3D,G06F00306000,G06F0003061600,711004000,2020-05-08,2021-08-31,2020-05-08,2019-12-20,2019-12-20,2021-08-31,2020-05-08,2020-05-08,"Liu, Zhe"
CN111124305,B,"Solid state disk wear levelling method, device and computer readable storage medium","Inspur Electronic Information Industry Co., Ltd.",https://patentscout.innography.com/share/HRjPY9m3GR15LeLaZeevNQ%3D%3D,G06F00306000,G06F0003061600,711004000,2020-05-08,2021-08-31,2021-08-31,2019-12-20,2019-12-20,2039-12-19,2020-05-08,2020-05-08,"Liu, Zhe"
CN111124944,A,"A data writing method, device and dram-less solid hard disk","Shenzhen Dapu Microelectronics Technology Co., Ltd.",https://patentscout.innography.com/share/VNFHivaWw7gEjICDdL2sEw%3D%3D,G06F01206000,G06F0012063800,345571000,2020-05-08,2023-08-18,2020-05-08,2019-12-13,2019-12-13,2023-08-18,2020-05-08,2020-05-08,"Zhang, Jixing|Huang, Yunxin|Li, Weijun|Yang, Yafei"
US20180004413,A1,"Mapping table updating method, memory control circuit unit and memory storage device","Phison Electronics Corp.",https://patentscout.innography.com/share/UNLLXBwI0FJl208zhNT_ow%3D%3D,G06F00306000,G06F0003061000,711004000,2018-01-04,2019-05-28,2018-01-04,2016-07-01,2016-08-17,2019-05-28,2017-07-21,2017-07-21,"Zhang, Wen-jia"
US10303367,B2,"Mapping table updating method without updating the first mapping information, memory control circuit unit and memory storage device","Phison Electronics Corp.",https://patentscout.innography.com/share/kUWf0ceiBzijP5zfGL_vlw%3D%3D,G06F01200000,G06F0003061000,710244000,2018-01-04,2019-05-28,2019-05-28,2016-07-01,2016-08-17,2036-09-13,2017-07-21,2017-07-21,"Zhang, Wen-jia"
US20170315925,A1,"Mapping table loading method, memory control circuit unit and memory storage apparatus","Phison Electronics Corp.",https://patentscout.innography.com/share/M3NierVD0tq0xNDyQFznpQ%3D%3D,G06F01210090,G06F0012100900,713340000,2017-11-02,2018-12-11,2017-11-02,2016-04-29,2016-06-16,2018-12-11,2017-04-21,2017-04-21,"Yeh, Chih-kang"
US10152426,B2,"Mapping table loading method, memory control circuit unit and memory storage apparatus","Phison Electronics Corp.",https://patentscout.innography.com/share/ty-c5rWjQw5BFANu00MwKQ%3D%3D,G06F01202000,G06F0012100900,345543000,2017-11-02,2018-12-11,2018-12-11,2016-04-29,2016-06-16,2037-04-01,2017-04-21,2017-04-21,"Yeh, Chih-kang"
CN105373362,A,"A static control method based on fpga architecture and device thereof","Shenzhen Skyworth Qunxin Security Technology Co., Ltd.",https://patentscout.innography.com/share/VT8CCTmzyF7wJAqt2-U5OQ%3D%3D,G06F00314000,G06F0003140000,715864000,2016-03-02,2018-04-17,2016-03-02,2015-11-27,2015-11-27,2018-04-17,2016-03-02,2016-03-02,"Zhang, Yu|Huang, Kejie|Yang, Zeyu|Hu, Zhaohui|Zhang, Xin"
